imagesc\airplane.jpg,airplanes,94.04143691062927,./resultc_5c/model_fine_final.h5
imagesc\airplane2.jpg,BACKGROUND_Google,95.91404795646667,./resultc_5c/model_fine_final.h5
imagesc\airplane3.jpg,airplanes,100.0,./resultc_5c/model_fine_final.h5
imagesc\bee1.jpg,BACKGROUND_Google,84.39410924911499,./resultc_5c/model_fine_final.h5
imagesc\bee2.jpg,BACKGROUND_Google,92.07482933998108,./resultc_5c/model_fine_final.h5
imagesc\bee3.jpg,BACKGROUND_Google,98.49748015403748,./resultc_5c/model_fine_final.h5
imagesc\crayfish.jpg,BACKGROUND_Google,89.49924111366272,./resultc_5c/model_fine_final.h5
imagesc\dalmatian.jpg,dalmatian,98.1799840927124,./resultc_5c/model_fine_final.h5
imagesc\dalmatian2.jpg,dalmatian,99.83186721801758,./resultc_5c/model_fine_final.h5
imagesc\dalmatian3.jpg,dalmatian,99.99996423721313,./resultc_5c/model_fine_final.h5
imagesc\dalmatian4.jpg,dalmatian,98.83071780204773,./resultc_5c/model_fine_final.h5
imagesc\dalmatian_side1.jpg,dalmatian,98.67914915084839,./resultc_5c/model_fine_final.h5
imagesc\dalmatian_side2.jpg,dalmatian,99.84132051467896,./resultc_5c/model_fine_final.h5
imagesc\dalmatian_side3.jpg,dalmatian,95.14853358268738,./resultc_5c/model_fine_final.h5
imagesc\doberman1.jpg,german_shepherd,99.99998807907104,./resultc_5c/model_fine_final.h5
imagesc\doberman10.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\doberman1flip.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\doberman2.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\doberman3.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\doberman4.jpg,BACKGROUND_Google,50.046247243881226,./resultc_5c/model_fine_final.h5
imagesc\doberman5.jpg,doberman,100.0,./resultc_5c/model_fine_final.h5
imagesc\doberman6.jpg,german_shepherd,99.97760653495789,./resultc_5c/model_fine_final.h5
imagesc\doberman7.jpg,doberman,95.66311836242676,./resultc_5c/model_fine_final.h5
imagesc\doberman8.jpg,german_shepherd,88.61993551254272,./resultc_5c/model_fine_final.h5
imagesc\doberman8flip.jpg,BACKGROUND_Google,42.652955651283264,./resultc_5c/model_fine_final.h5
imagesc\doberman9.jpg,BACKGROUND_Google,70.24320960044861,./resultc_5c/model_fine_final.h5
imagesc\doberman9flip.jpg,BACKGROUND_Google,88.67514729499817,./resultc_5c/model_fine_final.h5
imagesc\german1.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\german2.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\german3.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\wolf1.jpg,german_shepherd,99.99226331710815,./resultc_5c/model_fine_final.h5
imagesc\wolf2.jpg,german_shepherd,100.0,./resultc_5c/model_fine_final.h5
imagesc\wolf3.jpg,german_shepherd,99.99994039535522,./resultc_5c/model_fine_final.h5
./imagesc\airplane.jpg,airplanes,81.69215321540833,./resultc_6c/model_fine_final.h5
./imagesc\airplane2.jpg,BACKGROUND_Google,99.77142810821533,./resultc_6c/model_fine_final.h5
./imagesc\airplane3.jpg,BACKGROUND_Google,89.68433141708374,./resultc_6c/model_fine_final.h5
./imagesc\bee1.jpg,BACKGROUND_Google,61.57849431037903,./resultc_6c/model_fine_final.h5
./imagesc\bee2.jpg,BACKGROUND_Google,82.09019303321838,./resultc_6c/model_fine_final.h5
./imagesc\bee3.jpg,BACKGROUND_Google,99.785715341568,./resultc_6c/model_fine_final.h5
./imagesc\crayfish.jpg,BACKGROUND_Google,86.20795607566833,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian.jpg,dalmatian_side,100.0,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian2.jpg,dalmatian,99.82284903526306,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian3.jpg,dalmatian,100.0,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian4.jpg,dalmatian,99.99998807907104,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian_side1.jpg,dalmatian_side,100.0,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian_side2.jpg,dalmatian_side,100.0,./resultc_6c/model_fine_final.h5
./imagesc\dalmatian_side3.jpg,dalmatian_side,100.0,./resultc_6c/model_fine_final.h5
./imagesc\doberman1.jpg,german_shepherd,92.13517308235168,./resultc_6c/model_fine_final.h5
./imagesc\doberman10.jpg,doberman,81.5997838973999,./resultc_6c/model_fine_final.h5
./imagesc\doberman1flip.jpg,german_shepherd,98.14334511756897,./resultc_6c/model_fine_final.h5
./imagesc\doberman2.jpg,BACKGROUND_Google,84.99884009361267,./resultc_6c/model_fine_final.h5
./imagesc\doberman3.jpg,doberman,42.6457017660141,./resultc_6c/model_fine_final.h5
./imagesc\doberman4.jpg,doberman,99.9974250793457,./resultc_6c/model_fine_final.h5
./imagesc\doberman5.jpg,doberman,100.0,./resultc_6c/model_fine_final.h5
./imagesc\doberman6.jpg,doberman,99.99128580093384,./resultc_6c/model_fine_final.h5
./imagesc\doberman7.jpg,doberman,85.9114408493042,./resultc_6c/model_fine_final.h5
./imagesc\doberman8.jpg,doberman,60.52170395851135,./resultc_6c/model_fine_final.h5
./imagesc\doberman8flip.jpg,doberman,98.65552186965942,./resultc_6c/model_fine_final.h5
./imagesc\doberman9.jpg,german_shepherd,49.348828196525574,./resultc_6c/model_fine_final.h5
./imagesc\doberman9flip.jpg,doberman,98.59165549278259,./resultc_6c/model_fine_final.h5
./imagesc\german1.jpg,german_shepherd,99.54126477241516,./resultc_6c/model_fine_final.h5
./imagesc\german2.jpg,BACKGROUND_Google,99.3990957736969,./resultc_6c/model_fine_final.h5
./imagesc\german3 - Copy.jpg,german_shepherd,99.97794032096863,./resultc_6c/model_fine_final.h5
./imagesc\german3.jpg,german_shepherd,99.97794032096863,./resultc_6c/model_fine_final.h5
./imagesc\wolf1.jpg,BACKGROUND_Google,99.99207258224487,./resultc_6c/model_fine_final.h5
./imagesc\wolf2.jpg,german_shepherd,89.77648615837097,./resultc_6c/model_fine_final.h5
./imagesc\wolf3.jpg,german_shepherd,82.625412940979,./resultc_6c/model_fine_final.h5
./imagesc\airplane.jpg,BACKGROUND_Google,99.92456436157227,./resultc/model_fine_final.h5
./imagesc\airplane2.jpg,BACKGROUND_Google,99.99980926513672,./resultc/model_fine_final.h5
./imagesc\airplane3.jpg,airplanes,92.60122776031494,./resultc/model_fine_final.h5
./imagesc\bee1.jpg,german_shepherd,99.67617392539978,./resultc/model_fine_final.h5
./imagesc\bee2.jpg,BACKGROUND_Google,50.85474252700806,./resultc/model_fine_final.h5
./imagesc\bee3.jpg,BACKGROUND_Google,96.61380648612976,./resultc/model_fine_final.h5
./imagesc\crayfish.jpg,german_shepherd,62.45221495628357,./resultc/model_fine_final.h5
./imagesc\dalmatian.jpg,dalmatian_full,100.0,./resultc/model_fine_final.h5
./imagesc\dalmatian2.jpg,dalmatian_full,100.0,./resultc/model_fine_final.h5
./imagesc\dalmatian3.jpg,dalmatian_full,100.0,./resultc/model_fine_final.h5
./imagesc\dalmatian4.jpg,dalmatian_full,99.99992847442627,./resultc/model_fine_final.h5
./imagesc\dalmatian_side1.jpg,dalmatian_full,99.99998807907104,./resultc/model_fine_final.h5
./imagesc\dalmatian_side2.jpg,dalmatian_full,100.0,./resultc/model_fine_final.h5
./imagesc\dalmatian_side3.jpg,dalmatian_full,99.9995231628418,./resultc/model_fine_final.h5
./imagesc\doberman1.jpg,airplanes,100.0,./resultc/model_fine_final.h5
./imagesc\doberman10.jpg,german_shepherd,74.62319731712341,./resultc/model_fine_final.h5
./imagesc\doberman1flip.jpg,airplanes,99.99998807907104,./resultc/model_fine_final.h5
./imagesc\doberman2.jpg,german_shepherd,99.96625185012817,./resultc/model_fine_final.h5
./imagesc\doberman3.jpg,german_shepherd,84.27754640579224,./resultc/model_fine_final.h5
./imagesc\doberman4.jpg,german_shepherd,99.91267323493958,./resultc/model_fine_final.h5
./imagesc\doberman5.jpg,doberman,100.0,./resultc/model_fine_final.h5
./imagesc\doberman6.jpg,german_shepherd,57.96138048171997,./resultc/model_fine_final.h5
./imagesc\doberman7.jpg,BACKGROUND_Google,87.25337982177734,./resultc/model_fine_final.h5
./imagesc\doberman8.jpg,BACKGROUND_Google,40.65786004066467,./resultc/model_fine_final.h5
./imagesc\doberman8flip.jpg,BACKGROUND_Google,88.16691040992737,./resultc/model_fine_final.h5
./imagesc\doberman9.jpg,dalmatian_full,60.019975900650024,./resultc/model_fine_final.h5
./imagesc\doberman9flip.jpg,BACKGROUND_Google,96.06497883796692,./resultc/model_fine_final.h5
./imagesc\german1.jpg,german_shepherd,99.99051094055176,./resultc/model_fine_final.h5
./imagesc\german2.jpg,german_shepherd,99.96309280395508,./resultc/model_fine_final.h5
./imagesc\german3.jpg,german_shepherd,99.99290704727173,./resultc/model_fine_final.h5
./imagesc\wolf1.jpg,german_shepherd,65.94895124435425,./resultc/model_fine_final.h5
./imagesc\wolf2.jpg,german_shepherd,95.53604125976562,./resultc/model_fine_final.h5
./imagesc\wolf3.jpg,german_shepherd,97.02808856964111,./resultc/model_fine_final.h5
